"submission_date","state","new_case","new_death"
"11/05/2021","MD",868,13
"01/28/2022","MI",14999,25
"09/22/2021","GU",101,2
"12/17/2021","IN",5143,53
"10/11/2021","IL",1965,19
"10/30/2021","NH",0,0
"10/20/2021","NC",2452,52
"10/22/2021","NE",0,0
"09/27/2021","MT",418,10
"01/19/2022","MI",19574,60
"09/07/2021","NV",799,6
"09/23/2021","NE",712,2
"01/30/2022","ND",714,0
"12/13/2021","MI",17719,130
"01/27/2022","MI",16535,66
"10/10/2021","GU",106,2
"09/05/2021","IL",3012,20
"09/27/2021","ID",1423,37
"10/15/2021","ME",496,1
"12/27/2021","CA",37203,0
"11/08/2021","ND",942,5
"09/29/2021","WI",3373,19
"02/08/2022","MT",1284,6
"09/23/2021","MD",1405,13
"09/23/2021","CA",11543,154
"10/13/2021","VI",13,0
"12/29/2021","MD",11915,39
"01/01/2022","ME",0,0
"09/16/2021","MI",3713,21
"01/30/2022","VT",0,0
"09/09/2021","NE",940,1
"12/14/2021","GU",8,0
"02/14/2022","GU",611,1
"10/20/2021","ID",1549,30
"09/23/2021","IN",3588,28
"12/14/2021","DE",291,7
"02/13/2022","IL",0,0
"09/20/2021","NH",361,1
"09/10/2021","WA",3388,68
"01/08/2022","WI",0,0
"10/27/2021","GU",96,3
"10/27/2021","IL",2013,33
"01/09/2022","ME",0,0
"09/03/2021","WA",4022,48
"09/09/2021","VI",80,0
"12/22/2021","ID",355,15
"01/26/2022","IN",4957,128
"11/22/2021","MT",492,20
"11/30/2021","VI",0,1
"01/30/2022","ID",0,0
"12/31/2021","MI",0,0
"12/06/2021","MI",17822,84
"12/23/2021","NC",6777,34
"11/21/2021","WA",0,0
"09/11/2021","NE",632,2
"12/19/2021","IN",0,0
"12/06/2021","VI",10,0
"10/12/2021","NV",972,30
"09/06/2021","MT",304,0
"01/04/2022","CA",165889,77
"09/12/2021","ND",105,0
"02/11/2022","MD",731,41
"01/08/2022","MT",0,0
"11/03/2021","AL",1179,10
"11/30/2021","MT",588,33
"11/07/2021","VT",358,1
"10/11/2021","ID",970,17
"11/04/2021","GU",79,0
"02/15/2022","MT",913,11
"09/20/2021","IL",2805,34
"10/07/2021","VT",276,0
"11/16/2021","WI",4640,35
"09/09/2021","VT",91,2
"11/11/2021","CT",540,0
"01/16/2022","MI",0,0
"11/19/2021","MT",483,7
"12/26/2021","MO",0,0
"12/03/2021","ID",514,20
"11/09/2021","GU",61,3
"09/20/2021","ND",845,7
"02/12/2022","ID",1089,-1
"11/21/2021","DE",339,0
"01/12/2022","GU",423,1
"01/31/2022","MD",1125,19
"09/23/2021","GU",150,0
"09/28/2021","ND",825,3
"12/08/2021","MI",8946,119
"12/16/2021","NC",4185,23
"01/12/2022","ND",2678,2
"02/02/2022","IL",9463,113
"01/10/2022","ME",1778,20
"09/24/2021","IN",3210,34
"10/12/2021","GU",134,2
"11/04/2021","ID",662,29
"10/10/2021","NV",616,10
"02/01/2022","VI",33,0
"12/05/2021","MD",1012,18
"02/05/2022","IN",0,0
"12/02/2021","NV",932,18
"01/25/2022","AL",10496,62
"11/29/2021","IN",2528,52
"10/12/2021","VI",5,2
"02/11/2022","WA",19570,122
"09/01/2021","MO",3111,10
"11/23/2021","NC",1742,18
"11/04/2021","MI",5400,19
"11/30/2021","GU",15,3
"12/25/2021","NE",0,0
"09/30/2021","WA",2916,72
"12/05/2021","WA",0,0
"02/13/2022","ID",0,0
"09/06/2021","MS",704,6
"10/11/2021","MO",988,5
"10/22/2021","CA",6093,143
"09/28/2021","MD",972,9
"11/04/2021","AL",758,14
"10/15/2021","NE",661,1
"11/05/2021","IN",2310,41
"12/28/2021","WA",3143,21
"12/01/2021","VI",3,0
"11/29/2021","CA",4196,291
"12/09/2021","WA",1632,38
"12/26/2021","WI",0,0
"01/24/2022","CA",296072,379
"11/24/2021","MO",1348,0
"01/30/2022","NE",0,0
"11/11/2021","CA",8727,156
"12/05/2021","MS",0,0
"09/05/2021","MI",1726,4
"09/11/2021","MO",1773,2
"02/14/2022","NC",14638,116
"11/05/2021","IL",2942,29
"02/10/2022","MO",6539,16
"01/09/2022","WI",0,0
"02/08/2022","NE",684,4
"12/23/2021","AL",2586,10
"12/27/2021","VI",0,0
"11/29/2021","VT",220,1
"11/21/2021","NE",0,0
"12/02/2021","WA",2134,35
"12/07/2021","ME",1272,8
"01/30/2022","MO",3502,0
"09/07/2021","ME",729,5
"12/01/2021","WI",5446,43
"10/13/2021","GU",95,3
"11/10/2021","NV",657,19
"10/24/2021","ME",0,0
"01/14/2022","CA",119264,136
"10/20/2021","AL",1064,25
"01/15/2022","MI",0,0
"10/31/2021","MO",504,0
"10/03/2021","ND",133,0
"11/24/2021","AL",526,10
"09/19/2021","MD",1036,14
"01/11/2022","DE",2097,8
"10/06/2021","VI",12,0
"02/18/2022","VI",28,0
"10/15/2021","VT",208,0
"12/15/2021","CA",4416,90
"10/04/2021","ME",449,6
"09/29/2021","MS",1101,12
"11/09/2021","ME",881,2
"12/29/2021","ME",1091,16
"01/12/2022","NH",3241,0
"12/12/2021","NC",2707,18
"12/10/2021","ND",0,0
"11/01/2021","VT",149,0
"01/19/2022","ME",1383,3
"02/14/2022","MO",7746,23
"11/16/2021","ND",626,8
"09/30/2021","NC",5081,58
"11/27/2021","NV",393,0
"01/22/2022","DE",2479,23
"09/18/2021","WI",2631,3
"09/29/2021","GU",144,1
"01/11/2022","MO",13574,222
"11/04/2021","IL",4267,31
"12/23/2021","DE",1138,6
"11/24/2021","IN",3983,17
"01/06/2022","WI",14454,57
"10/15/2021","CT",494,11
"11/25/2021","VI",0,0
"12/08/2021","VI",13,0
"10/20/2021","ME",554,4
"12/15/2021","MD",2192,25
"02/08/2022","NC",1995,0
"12/20/2021","MT",165,1
"12/29/2021","MO",7109,14
"01/06/2022","MO",12948,18
"11/16/2021","AL",637,9
"10/18/2021","ME",440,4
"02/11/2022","NC",7539,85
"12/18/2021","IL",0,0
"01/15/2022","AL",10040,47
"02/02/2022","DE",463,8
"10/21/2021","MO",1142,8
"12/11/2021","NV",0,0
"01/27/2022","MT",2911,0
"12/02/2021","MI",9546,30
"11/30/2021","ME",938,3
"01/09/2022","MI",0,0
"01/17/2022","IN",36579,82
"01/21/2022","NV",6648,27
"10/31/2021","MD",636,10
"09/01/2021","WA",4063,37
"10/07/2021","ID",1321,24
"01/14/2022","WA",16134,53
"12/15/2021","NV",686,17
"12/27/2021","VT",214,1
"02/12/2022","NV",0,0
"09/29/2021","ME",925,0
"02/05/2022","NE",0,0
"11/22/2021","WI",7707,15
"09/19/2021","MS",897,9
"01/09/2022","IL",0,0
"11/10/2021","DE",277,1
"01/21/2022","AL",15854,35
"12/04/2021","ID",200,1
"01/14/2022","IL",29639,176
"10/27/2021","ID",1244,28
"10/03/2021","ME",448,4
"11/25/2021","NE",375,0
"09/13/2021","MS",2070,42
"12/10/2021","ME",954,1
"12/05/2021","NC",2503,21
"11/03/2021","VI",18,1
"01/20/2022","NH",3274,14
"01/18/2022","NV",23728,27
"02/05/2022","AL",0,16
"10/05/2021","VI",32,0
"01/15/2022","CA",0,0
"09/18/2021","VI",19,0
"09/06/2021","NC",5218,65
"10/26/2021","IL",2213,40
"09/08/2021","VT",130,0
"02/12/2022","DE",282,42
"02/03/2022","DE",806,3
"01/31/2022","MT",3379,7
"02/09/2022","MS",2322,77
"12/08/2021","NH",1458,11
"12/26/2021","NV",0,0
"11/13/2021","IN",0,0
"09/06/2021","VI",15,0
"12/09/2021","IL",9301,59
"12/19/2021","ND",274,0
"10/22/2021","GU",36,0
"02/05/2022","ND",892,3
"12/22/2021","VI",37,0
"10/16/2021","CT",382,0
"10/22/2021","ND",471,4
"02/09/2022","NH",1296,14
"10/01/2021","NH",495,0
"12/13/2021","AL",1598,8
"10/10/2021","CT",367,0
"11/01/2021","ND",813,12
"10/01/2021","MD",1530,19
"12/02/2021","NH",1378,7
"02/04/2022","VT",0,0
"01/28/2022","MO",9106,9
"10/17/2021","ID",305,0
"01/01/2022","MI",0,0
"12/15/2021","WA",1491,27
"12/19/2021","NH",0,0
"11/01/2021","MT",1129,20
"01/05/2022","CA",51743,130
"10/06/2021","WA",2575,57
"09/14/2021","MD",1094,13
"10/15/2021","VI",25,0
"11/06/2021","GU",15,0
"09/12/2021","IN",3389,0
"12/20/2021","AL",1398,10
"01/01/2022","MS",0,0
"01/01/2022","ID",0,0
"11/06/2021","WA",0,0
"02/16/2022","CA",12444,240
"12/07/2021","MS",652,7
"02/03/2022","MO",4454,5
"11/22/2021","MS",1187,1
"01/21/2022","MO",14442,246
"02/05/2022","MO",2891,5
"09/07/2021","VT",107,0
"01/13/2022","NH",4135,19
"11/02/2021","CA",4209,38
"02/13/2022","ND",200,0
"02/12/2022","VI",11,0
"09/21/2021","MD",974,22
"12/30/2021","ID",924,1
"10/11/2021","ME",-1,1
"09/27/2021","WA",2930,12
"01/09/2022","NC",21496,41
"10/17/2021","NC",1955,42
"11/13/2021","MS",0,0
"12/26/2021","GU",26,0
"12/10/2021","WI",6793,56
"11/29/2021","ME",1173,21
"10/08/2021","ID",1682,53
"02/12/2022","NC",0,0
"02/16/2022","DE",202,9
"12/07/2021","WI",2979,1
"12/14/2021","MO",2618,105
"01/04/2022","NE",5159,29
"02/18/2022","NV",658,19
"09/01/2021","IN",4733,29
"01/28/2022","ND",2065,3
"10/02/2021","CT",365,0
"10/26/2021","WA",1609,31
"11/19/2021","IN",3733,27
"12/29/2021","CT",7520,5
"10/29/2021","ND",520,6
"01/25/2022","NE",3339,28
"12/29/2021","ID",723,8
"09/24/2021","NE",591,3
"12/18/2021","CA",0,0
"10/23/2021","VT",239,1
"12/28/2021","MD",7283,31
"01/15/2022","WI",0,0
"12/02/2021","ID",594,0
"02/08/2022","ND",973,9
"09/11/2021","MS",1254,17
"11/14/2021","IN",0,0
"09/16/2021","MT",1104,7
"10/16/2021","MT",423,18
"11/01/2021","NV",2178,25
"10/10/2021","MT",554,3
"09/04/2021","GU",93,0
"10/14/2021","MD",1123,16
"11/13/2021","CA",11996,148
"10/05/2021","WA",2373,53
"10/30/2021","NV",0,0
"09/25/2021","ID",816,0
"10/13/2021","ND",623,4
"01/08/2022","IL",0,0
"11/23/2021","NH",645,6
"10/15/2021","MI",5469,20
"10/22/2021","DE",394,0
"09/04/2021","IL",3012,20
"11/14/2021","NV",0,0
"11/29/2021","NH",916,11
"10/16/2021","ND",108,0
"01/26/2022","WI",8731,43
"10/17/2021","NE",152,7
"01/12/2022","AL",14068,33
"11/10/2021","NE",1257,2
"02/01/2022","ME",1342,8
"10/28/2021","MD",929,18
"09/18/2021","NH",359,0
"10/31/2021","NE",0,0
"10/05/2021","ME",299,9
"01/23/2022","CT",0,0
"02/04/2022","NH",1458,7
"09/04/2021","ND",86,0
"02/15/2022","IL",2893,59
"02/04/2022","IL",10070,80
"12/15/2021","MT",289,16
"12/24/2021","DE",1378,16
"11/21/2021","AL",243,8
"12/26/2021","DE",1264,0
"01/15/2022","NE",0,0
"01/15/2022","IN",0,0
"10/31/2021","CA",0,0
"01/29/2022","ME",8,1
"11/26/2021","VT",372,2
"09/03/2021","NV",1407,18
"09/28/2021","MT",1203,16
"10/29/2021","NE",1613,21
"09/14/2021","GU",202,1
"09/18/2021","MO",1419,0
"01/20/2022","GU",709,0
"01/31/2022","NV",8810,37
"12/12/2021","IN",0,0
"02/09/2022","GU",622,2
"10/18/2021","CT",383,0
"12/25/2021","MD",9933,25
"01/09/2022","MS",0,0
"12/04/2021","CT",0,0
"11/14/2021","DE",342,0
"02/01/2022","WA",0,0
"10/28/2021","ME",630,3
"11/16/2021","MS",442,12
"01/31/2022","AL",5769,25
"09/13/2021","NC",4792,82
"10/28/2021","VT",298,1
"02/09/2022","VI",30,0
"01/01/2022","MT",0,0
"11/28/2021","AL",195,8
"12/13/2021","ME",1382,9
"12/27/2021","NC",4253,26
"12/27/2021","CT",14654,26
"10/09/2021","CA",0,0
"09/23/2021","ID",1345,32
"01/07/2022","MI",26584,11
"02/14/2022","NV",1864,27
"12/21/2021","IL",10264,71
"12/01/2021","NV",843,15
"09/28/2021","VI",20,0
"12/20/2021","MO",1663,0
"01/03/2022","MI",65597,151
"01/10/2022","NC",17388,38
"09/25/2021","MI",2905,6
"09/27/2021","CT",484,32
"09/28/2021","CT",553,33
"09/13/2021","VI",20,1
"11/25/2021","MS",197,0
"12/02/2021","VI",11,0
"10/24/2021","WI",0,0
"10/10/2021","MD",1333,11
"11/01/2021","MO",1121,148
"09/11/2021","ND",103,0
"11/07/2021","NE",0,0
"12/26/2021","CA",0,0
"01/13/2022","ID",2338,3
"10/26/2021","MD",597,18
"01/25/2022","CT",3824,-1
"09/12/2021","IL",3050,41
"02/01/2022","MT",953,16
"01/24/2022","IN",35590,45
"01/22/2022","MI",0,0
"01/16/2022","NH",0,0
"10/12/2021","MI",4833,25
"11/06/2021","ME",35,1
"12/22/2021","GU",13,0
"12/03/2021","GU",8,0
"09/28/2021","WI",3575,36
"10/22/2021","MI",4357,31
"01/26/2022","ME",1527,12
"11/10/2021","CT",533,3
"01/02/2022","VI",0,0
"11/12/2021","ND",499,11
"12/18/2021","VI",0,0
"10/23/2021","ME",98,2
"02/11/2022","VT",0,0
"09/30/2021","ME",738,2
"10/28/2021","ID",873,8
"11/22/2021","VT",216,1
"09/27/2021","VI",24,2
"09/10/2021","GU",130,4
"01/30/2022","CA",0,0
"01/08/2022","DE",3729,35
"09/30/2021","MO",1889,22
"11/19/2021","ID",656,39
"10/13/2021","IN",2695,33
"11/18/2021","MI",10724,27
"01/18/2022","CT",4264,10
"10/26/2021","ID",1344,45
"09/15/2021","IN",4702,70
"12/15/2021","NE",935,6
"10/31/2021","AL",229,10
"02/18/2022","CT",1263,33
"11/11/2021","DE",316,0
"01/29/2022","VI",44,0
"01/14/2022","GU",198,0
"09/11/2021","ME",7,0
"11/22/2021","AL",705,7
"10/18/2021","IL",1834,25
"12/16/2021","IN",5461,60
"01/05/2022","AL",13080,24
"10/19/2021","ME",648,7
"12/17/2021","ND",165,3
"10/18/2021","VT",190,0
"01/17/2022","CA",319809,330
"11/15/2021","NC",1209,9
"01/13/2022","GU",438,0
"10/08/2021","MS",346,1
"10/14/2021","MI",4520,27
"10/28/2021","ND",518,5
"02/10/2022","GU",623,1
"02/12/2022","ND",470,3
"11/29/2021","GU",20,0
"09/25/2021","WA",2929,11
"01/26/2022","IL",15732,189
"11/15/2021","NH",2208,8
"09/15/2021","WI",3937,20
"01/15/2022","WA",0,0
"11/21/2021","CT",0,0
"12/05/2021","AL",263,6
"11/24/2021","VI",10,0
"02/13/2022","MS",0,0
"10/21/2021","MI",4821,36
"10/03/2021","MT",490,1
"11/21/2021","MI",0,0
"01/09/2022","NV",0,0
"12/06/2021","GU",13,0
"10/15/2021","WA",2679,36
"09/22/2021","DE",267,2
"12/03/2021","ND",451,3
"10/30/2021","VT",158,1
"10/08/2021","AL",1012,27
"09/26/2021","MD",1114,20
"01/20/2022","IL",23246,226
"11/01/2021","CT",832,2
"11/08/2021","MS",560,2
"09/16/2021","ID",1218,40
"09/01/2021","WI",2323,34
"11/25/2021","NC",2248,13
"11/06/2021","MO",767,0
"10/05/2021","VT",74,2
"02/03/2022","MS",6416,32
"12/12/2021","IL",0,0
"12/24/2021","VI",140,0
"01/23/2022","MO",7955,1
"01/30/2022","VI",0,0
"11/30/2021","IL",5714,27
"02/05/2022","NC",8741,25
"12/14/2021","VI",6,0
"09/06/2021","MI",1726,4
"10/22/2021","NH",535,4
"11/02/2021","IL",2382,24
"12/13/2021","MO",1228,0
"12/06/2021","WI",7438,125
"10/07/2021","NV",745,0
"10/03/2021","MI",3271,14
"09/09/2021","ID",1459,21
"11/08/2021","WI",5598,34
"02/18/2022","IL",3184,75
"01/27/2022","WI",9186,61
"11/11/2021","NH",0,0
"02/06/2022","DE",436,0
"09/08/2021","GU",215,1
"10/08/2021","MT",1308,9
"11/30/2021","ND",682,6
"02/10/2022","NC",8725,98
"12/09/2021","CA",8847,81
"10/30/2021","ME",588,4
"12/15/2021","NC",3807,30
"10/24/2021","CT",0,0
"11/13/2021","NE",0,0
"01/21/2022","CA",125861,201
"09/22/2021","VI",41,1
"12/23/2021","MD",7526,28
"12/16/2021","MS",710,3
"01/30/2022","NC",11672,50
"11/04/2021","MS",381,0
"09/19/2021","IL",2805,33
"10/09/2021","MO",770,1
"09/07/2021","WA",2816,15
"12/01/2021","DE",572,1
"11/06/2021","NV",0,0
"09/17/2021","IN",4284,36
"12/28/2021","VI",264,0
"10/06/2021","MT",1340,13
"11/07/2021","NH",0,0
"10/19/2021","IL",2071,24
"12/12/2021","ME",0,0
"11/10/2021","ND",624,2
"09/15/2021","VT",145,1
"09/17/2021","MO",2333,15
"01/29/2022","CA",0,0
"01/29/2022","MI",0,0
"11/05/2021","ME",663,2
"11/04/2021","NV",1022,15
"01/19/2022","MS",8460,48
"12/12/2021","DE",644,0
"09/21/2021","AL",3033,59
"02/12/2022","MT",0,0
"11/17/2021","NC",2260,18
"11/09/2021","MT",1118,14
"12/20/2021","VT",224,0
"11/21/2021","MO",801,0
"12/28/2021","MI",12248,59
"10/21/2021","WI",2597,19
"01/31/2022","CT",3330,25
"12/10/2021","MT",175,33
"11/14/2021","NC",1744,9
"12/21/2021","GU",7,0
"11/23/2021","NE",926,20
"11/14/2021","MI",0,0
"11/23/2021","IN",3133,53
"02/08/2022","CA",47310,101
"12/11/2021","GU",1,0
"01/28/2022","IL",15453,141
"02/10/2022","WA",0,0
"10/09/2021","VI",25,0
"01/28/2022","VI",46,1
"01/15/2022","MO",20116,5
"10/07/2021","ME",466,4
"12/03/2021","AL",676,11
"02/08/2022","ME",2489,15
"11/19/2021","MS",426,7
"11/05/2021","MO",1479,7
"12/14/2021","AL",696,7
"12/19/2021","GU",18,0
"10/02/2021","IN",2028,88
"02/05/2022","CA",0,0
"11/20/2021","CA",0,0
"01/29/2022","MT",0,0
"11/10/2021","WI",4078,39
"10/28/2021","MO",1092,8
"12/06/2021","CA",22406,163
"09/13/2021","GU",219,2
"01/07/2022","MO",12979,12
"10/04/2021","ID",1108,19
"02/17/2022","IL",2538,90
"09/22/2021","MT",1313,13
"10/03/2021","NE",392,0
"12/14/2021","IN",3999,92
"01/26/2022","ND",2355,10
"02/17/2022","ME",3754,27
"01/31/2022","CA",172226,459
"09/23/2021","NH",753,3
"09/08/2021","MS",3138,59
"11/03/2021","WA",1631,31
"10/13/2021","ID",2024,30
"01/18/2022","NC",17955,38
"02/10/2022","NE",613,6
"11/29/2021","NV",397,13
"10/28/2021","NC",2206,23
"10/21/2021","CA",8407,148
"10/12/2021","CA",4091,15
"12/08/2021","ID",651,6
"10/31/2021","GU",99,4
"11/28/2021","NC",1542,27
"12/01/2021","ID",716,20
"12/13/2021","GU",15,0
"12/23/2021","CA",20417,102
"10/25/2021","MD",512,7
"12/10/2021","VI",10,0
"02/01/2022","ND",1788,14
"02/06/2022","ND",441,0
"02/07/2022","NV",2831,42
"09/02/2021","NC",8787,68
"01/06/2022","ID",1765,31
"12/09/2021","VI",6,0
"10/28/2021","NH",0,0
"10/25/2021","VI",11,2
"11/24/2021","VT",278,1
"09/02/2021","MD",1272,11
"10/09/2021","MI",3272,6
"10/04/2021","GU",165,2
"12/09/2021","IN",5482,45
"10/30/2021","ND",0,0
"12/17/2021","MS",911,3
"11/21/2021","MT",0,0
"12/02/2021","MO",0,0
"09/29/2021","IL",2989,51
"01/28/2022","GU",402,0
"12/12/2021","VI",0,0
"01/18/2022","NE",5499,5
"02/06/2022","VI",0,0
"09/22/2021","WI",3266,23
"10/26/2021","CT",254,13
"11/14/2021","WI",0,0
"12/20/2021","NC",2749,27
"09/30/2021","ID",1905,53
"10/12/2021","ID",971,18
"01/24/2022","WI",24205,64
"09/17/2021","NV",1371,24
"01/07/2022","DE",2907,44
"11/17/2021","DE",381,0
"12/29/2021","ND",772,2
"11/25/2021","CT",0,0
"11/10/2021","MS",299,4
"12/17/2021","GU",3,0
"12/07/2021","ID",696,18
"01/22/2022","MS",0,0
"09/16/2021","ME",654,0
"01/27/2022","AL",11099,43
"12/15/2021","MS",575,7
"11/15/2021","WA",4534,56
"12/03/2021","MI",12826,111
"11/20/2021","VI",0,0
"11/02/2021","NE",972,3
"01/21/2022","MS",7509,14
"10/30/2021","MO",684,0
"10/26/2021","ME",616,7
"09/26/2021","ME",503,4
"01/07/2022","MD",12798,59
"02/13/2022","DE",242,0
"09/07/2021","MD",795,14
"01/03/2022","VI",184,0
"12/22/2021","MO",3675,12
"02/16/2022","VT",372,0
"12/03/2021","MD",1700,8
"12/26/2021","WA",0,0
"10/05/2021","MO",1932,12
"12/09/2021","AL",635,6
"01/18/2022","ID",3555,8
"09/29/2021","CA",6493,130
"11/29/2021","MI",5571,98
"01/13/2022","ME",1411,18
"11/27/2021","IL",3852,0
"10/30/2021","WI",0,0
"10/20/2021","NH",575,5
"09/16/2021","WA",3201,56
"09/03/2021","MT",652,4
"01/10/2022","IN",37331,182
"12/25/2021","WI",0,0
"10/24/2021","NC",1587,31
"11/24/2021","ND",708,7
"09/30/2021","NE",630,8
"12/09/2021","MS",745,5
"02/07/2022","VI",21,1
"12/07/2021","NE",1207,29
"10/18/2021","AL",1043,26
"10/18/2021","MO",983,84
"09/26/2021","WA",2929,11
"11/05/2021","AL",608,12
"09/30/2021","MI",4584,10
"02/05/2022","MS",0,0
"09/24/2021","WI",3241,20
"02/07/2022","NE",2916,47
"01/25/2022","MD",2576,75
"01/03/2022","ND",1587,3
"10/07/2021","CA",8440,167
"02/06/2022","MI",0,0
"09/09/2021","ME",1126,13
"09/21/2021","ME",614,5
"11/09/2021","DE",68,5
"12/09/2021","MO",3265,15
"10/04/2021","CT",367,0
"11/29/2021","WI",6580,11
"10/08/2021","VT",249,5
"10/25/2021","NC",1170,33
"09/16/2021","DE",554,2
"09/20/2021","NC",3724,66
"12/17/2021","CT",1443,0
"10/23/2021","DE",341,19
"11/04/2021","WA",2346,40
"01/07/2022","ID",1335,12
"09/06/2021","VT",144,0
"11/22/2021","VI",20,0
"10/31/2021","CT",0,0
"01/04/2022","MT",935,3
"02/14/2022","WA",0,0
"11/18/2021","ME",950,13
"11/06/2021","IL",0,0
"11/08/2021","MT",898,8
"09/24/2021","NC",5552,76
"09/17/2021","VI",65,0
"09/13/2021","MI",2333,10
"11/09/2021","NE",958,2
"02/03/2022","VT",556,3
"09/29/2021","ND",759,1
"02/09/2022","NC",10513,157
"11/20/2021","MT",0,0
"09/08/2021","IL",3961,72
"09/25/2021","IN",2104,95
"12/07/2021","AL",724,14
"09/17/2021","WA",3881,56
"12/04/2021","VI",0,0
"10/27/2021","MT",983,16
"09/17/2021","NE",603,2
"02/14/2022","WI",4192,53
"01/18/2022","VI",141,3
"10/22/2021","VI",8,0
"09/22/2021","NH",345,4
"01/11/2022","VT",843,2
"01/04/2022","NC",16782,32
"12/28/2021","CT",5753,53
"01/22/2022","IL",0,0
"09/06/2021","NE",447,1
"12/05/2021","VT",601,3
"01/17/2022","MD",6793,52
"02/11/2022","NH",1171,6
"12/22/2021","WA",2071,30
"09/03/2021","CT",665,0
"11/24/2021","MS",432,5
"02/13/2022","MI",0,0
"11/22/2021","NH",3121,10
"09/02/2021","CA",15339,155
"01/17/2022","CT",15844,-2
"09/12/2021","NH",405,0
"02/06/2022","MS",0,0
"10/06/2021","WI",2742,10
"02/07/2022","NC",3876,9
"09/18/2021","DE",581,7
"10/17/2021","ME",439,3
"01/31/2022","MS",9752,33
"12/18/2021","WI",0,0
"11/28/2021","CT",0,0
"01/24/2022","ME",1574,16
"12/13/2021","NC",1872,16
"12/18/2021","WA",0,0
"11/18/2021","VT",485,1
"01/29/2022","WA",0,0
"10/11/2021","MI",3276,6
"09/26/2021","IL",2223,29
"09/30/2021","IN",3399,32
"09/20/2021","MD",1139,18
"09/03/2021","MS",1926,24
"12/16/2021","CA",9094,85
"10/29/2021","IN",1916,17
"09/22/2021","NE",683,21
"09/20/2021","ME",210,8
"11/12/2021","MI",17779,48
"11/15/2021","DE",274,0
"09/18/2021","GU",92,0
"12/23/2021","ME",1246,0
"01/24/2022","ID",3002,9
"09/26/2021","GU",162,8
"12/02/2021","CA",11020,97
"12/21/2021","MO",2776,118
"10/13/2021","CA",4034,106
"11/16/2021","IL",3005,22
"01/11/2022","ID",2319,5
"02/13/2022","NC",0,0
"09/15/2021","NV",1046,26
"12/01/2021","VT",436,1
"12/19/2021","MS",0,0
"01/24/2022","VI",80,1
"01/28/2022","MD",3178,53
"11/19/2021","AL",614,8
"02/17/2022","WI",1801,52
"01/26/2022","AL",11538,44
"11/18/2021","CT",747,0
"09/11/2021","MI",2333,7
"09/15/2021","VI",53,1
"01/19/2022","VI",127,0
"12/06/2021","DE",433,0
"12/25/2021","NC",6693,26
"11/30/2021","NC",2422,10
"10/30/2021","CT",0,0
"02/16/2022","WA",0,0
"11/29/2021","IL",3853,91
"10/31/2021","MS",0,0
"10/03/2021","CA",0,0
"10/11/2021","GU",185,3
"11/17/2021","WI",4282,36
"11/08/2021","VI",13,0
"11/01/2021","NE",1607,9
"01/02/2022","MO",0,0
"01/22/2022","ND",2478,2
"10/02/2021","NH",430,1
"12/09/2021","ID",489,12
"01/15/2022","GU",203,0
"12/17/2021","ID",389,8
"11/13/2021","ME",799,10
"12/20/2021","CT",6209,40
"10/15/2021","WI",2740,11
"09/26/2021","AL",1428,52
"01/06/2022","MD",13723,54
"01/19/2022","CT",4745,106
"12/06/2021","IL",19110,98
"01/11/2022","MD",10316,49
"11/03/2021","GU",97,3
"10/07/2021","MS",601,17
"12/20/2021","ME",1557,23
"02/09/2022","DE",399,5
"01/26/2022","ID",4088,12
"10/02/2021","AL",878,48
"11/19/2021","CT",860,16
"01/02/2022","GU",71,3
"09/08/2021","CT",935,20
"10/10/2021","DE",311,0
"09/25/2021","DE",599,0
"01/21/2022","MD",5016,67
"11/23/2021","ME",993,3
"10/21/2021","NV",719,29
"09/28/2021","MI",3958,31
"09/26/2021","WI",2232,6
"11/03/2021","ND",611,5
"12/21/2021","DE",528,7
"01/30/2022","WA",0,0
"11/30/2021","NH",957,22
"02/14/2022","ID",1492,25
"10/03/2021","VT",111,0
